Subject	Trial	Bin	Time	Count	Condition	Item	Lang
j1	10	25	250	0	Jap	3	L2
j1	10	26	300	0	Jap	3	L2
j1	10	27	350	0	Jap	3	L2
j1	10	28	400	0	Jap	3	L2
j1	10	29	450	0	Jap	3	L2
j1	10	30	500	0	Jap	3	L2
j1	10	31	550	0	Jap	3	L2
j1	10	32	600	0	Jap	3	L2
j1	10	33	650	0	Jap	3	L2
j1	10	34	700	0	Jap	3	L2
j1	10	35	750	0	Jap	3	L2
j1	10	36	800	0	Jap	3	L2
j1	10	37	850	0	Jap	3	L2
j1	10	38	900	0	Jap	3	L2
j1	10	39	950	0	Jap	3	L2
j1	10	40	1000	0	Jap	3	L2
j1	12	0	-1000	0	Unr	8	L2
j1	12	1	-950	0	Unr	8	L2
j1	12	2	-900	0	Unr	8	L2
j1	12	3	-850	0	Unr	8	L2
j1	12	4	-800	0	Unr	8	L2
j1	12	5	-750	0	Unr	8	L2
j1	12	6	-700	0	Unr	8	L2
j1	12	7	-650	0	Unr	8	L2
j1	12	8	-600	0	Unr	8	L2
j1	12	9	-550	0	Unr	8	L2
j1	12	10	-500	0	Unr	8	L2
j1	12	11	-450	0	Unr	8	L2
j1	12	12	-400	0	Unr	8	L2
j1	12	13	-350	0	Unr	8	L2
j1	12	14	-300	0	Unr	8	L2
j1	12	15	-250	0	Unr	8	L2
j1	12	16	-200	0	Unr	8	L2
j1	12	17	-150	0	Unr	8	L2
j1	12	18	-100	0	Unr	8	L2
j1	12	19	-50	0	Unr	8	L2
j1	12	20	0	0	Unr	8	L2
j1	12	21	50	0	Unr	8	L2
j1	12	22	100	0	Unr	8	L2
j1	12	23	150	0	Unr	8	L2
j1	12	24	200	0	Unr	8	L2
j1	12	25	250	0	Unr	8	L2
j1	12	26	300	0	Unr	8	L2
j1	12	27	350	0	Unr	8	L2
j1	12	28	400	0	Unr	8	L2
j1	12	29	450	0	Unr	8	L2
j1	12	30	500	0	Unr	8	L2
j1	12	31	550	0	Unr	8	L2
j1	12	32	600	0	Unr	8	L2
j1	12	33	650	0	Unr	8	L2
j1	12	34	700	0	Unr	8	L2
j1	12	35	750	0	Unr	8	L2
j1	12	36	800	0	Unr	8	L2
j1	12	37	850	0	Unr	8	L2
j1	12	38	900	0	Unr	8	L2
j1	12	39	950	0	Unr	8	L2
j1	12	40	1000	0	Unr	8	L2
j1	15	0	-1000	0	Eng	6	L2
j1	15	1	-950	0	Eng	6	L2
j1	15	2	-900	0	Eng	6	L2
j1	15	3	-850	0	Eng	6	L2
j1	15	4	-800	0	Eng	6	L2
j1	15	5	-750	0	Eng	6	L2
j1	15	6	-700	0	Eng	6	L2
j1	15	7	-650	0	Eng	6	L2
j1	15	8	-600	0	Eng	6	L2
j1	15	9	-550	0	Eng	6	L2
j1	15	10	-500	0	Eng	6	L2
j1	15	11	-450	0	Eng	6	L2
j1	15	12	-400	0	Eng	6	L2
j1	15	13	-350	1	Eng	6	L2
j1	15	14	-300	1	Eng	6	L2
j1	15	15	-250	1	Eng	6	L2
j1	15	16	-200	1	Eng	6	L2
j1	15	17	-150	1	Eng	6	L2
j1	15	18	-100	1	Eng	6	L2
j1	15	19	-50	1	Eng	6	L2
j1	15	20	0	1	Eng	6	L2
j1	15	21	50	1	Eng	6	L2
j1	15	22	100	1	Eng	6	L2
j1	15	23	150	1	Eng	6	L2
j1	15	24	200	0	Eng	6	L2
j1	15	25	250	0	Eng	6	L2
j1	15	26	300	0	Eng	6	L2
j1	15	27	350	0	Eng	6	L2
j1	15	28	400	0	Eng	6	L2
j1	15	29	450	0	Eng	6	L2
j1	15	30	500	0	Eng	6	L2
j1	15	31	550	0	Eng	6	L2
j1	15	32	600	0	Eng	6	L2
j1	15	33	650	0	Eng	6	L2
j1	15	34	700	0	Eng	6	L2
j1	15	35	750	0	Eng	6	L2
j1	15	36	800	0	Eng	6	L2
j1	15	37	850	0	Eng	6	L2
j1	15	38	900	0	Eng	6	L2
j1	15	39	950	0	Eng	6	L2
j1	15	40	1000	0	Eng	6	L2
j1	18	0	-1000	0	Unr	4	L2
j1	18	1	-950	0	Unr	4	L2
j1	18	2	-900	0	Unr	4	L2
j1	18	3	-850	0	Unr	4	L2
j1	18	4	-800	0	Unr	4	L2
j1	18	5	-750	0	Unr	4	L2
j1	18	6	-700	0	Unr	4	L2
j1	18	7	-650	0	Unr	4	L2
j1	18	8	-600	0	Unr	4	L2
j1	18	9	-550	0	Unr	4	L2
j1	18	10	-500	0	Unr	4	L2
j1	18	11	-450	0	Unr	4	L2
j1	18	12	-400	0	Unr	4	L2
j1	18	13	-350	0	Unr	4	L2
j1	18	14	-300	0	Unr	4	L2
j1	18	15	-250	0	Unr	4	L2
j1	18	16	-200	0	Unr	4	L2
j1	18	17	-150	0	Unr	4	L2
j1	18	18	-100	0	Unr	4	L2
j1	18	19	-50	0	Unr	4	L2
j1	18	20	0	0	Unr	4	L2
j1	18	21	50	0	Unr	4	L2
j1	18	22	100	0	Unr	4	L2
j1	18	23	150	0	Unr	4	L2
j1	18	24	200	0	Unr	4	L2
j1	18	25	250	0	Unr	4	L2
j1	18	26	300	0	Unr	4	L2
j1	18	27	350	0	Unr	4	L2
j1	18	28	400	0	Unr	4	L2
j1	18	29	450	0	Unr	4	L2
j1	18	30	500	0	Unr	4	L2
j1	18	31	550	0	Unr	4	L2
j1	18	32	600	0	Unr	4	L2
j1	18	33	650	0	Unr	4	L2
j1	18	34	700	0	Unr	4	L2
j1	18	35	750	0	Unr	4	L2
j1	18	36	800	0	Unr	4	L2
j1	18	37	850	0	Unr	4	L2
j1	18	38	900	0	Unr	4	L2
j1	18	39	950	0	Unr	4	L2
j1	18	40	1000	0	Unr	4	L2
j1	20	0	-1000	0	Eng	10	L2
j1	20	1	-950	0	Eng	10	L2
j1	20	2	-900	0	Eng	10	L2
j1	20	3	-850	0	Eng	10	L2
j1	20	4	-800	0	Eng	10	L2
j1	20	5	-750	0	Eng	10	L2
j1	20	6	-700	0	Eng	10	L2
j1	20	7	-650	0	Eng	10	L2
j1	20	8	-600	0	Eng	10	L2
j1	20	9	-550	0	Eng	10	L2
j1	20	10	-500	0	Eng	10	L2
j1	20	11	-450	0	Eng	10	L2
j1	20	12	-400	0	Eng	10	L2
j1	20	13	-350	0	Eng	10	L2
j1	20	14	-300	0	Eng	10	L2
j1	20	15	-250	0	Eng	10	L2
j1	20	16	-200	0	Eng	10	L2
j1	20	17	-150	0	Eng	10	L2
j1	20	18	-100	0	Eng	10	L2
j1	20	19	-50	0	Eng	10	L2
j1	20	20	0	0	Eng	10	L2
j1	20	21	50	0	Eng	10	L2
j1	20	22	100	0	Eng	10	L2
j1	20	23	150	0	Eng	10	L2
j1	20	24	200	0	Eng	10	L2
j1	20	25	250	0	Eng	10	L2
j1	20	26	300	0	Eng	10	L2
j1	20	27	350	0	Eng	10	L2
j1	20	28	400	0	Eng	10	L2
j1	20	29	450	0	Eng	10	L2
j1	20	30	500	0	Eng	10	L2
j1	20	31	550	0	Eng	10	L2
j1	20	32	600	0	Eng	10	L2
j1	20	33	650	0	Eng	10	L2
j1	20	34	700	0	Eng	10	L2
j1	20	35	750	0	Eng	10	L2
j1	20	36	800	0	Eng	10	L2
j1	20	37	850	0	Eng	10	L2
j1	20	38	900	0	Eng	10	L2
j1	20	39	950	0	Eng	10	L2
j1	20	40	1000	0	Eng	10	L2
j1	21	0	-1000	0	Unr	16	L2
j1	21	1	-950	0	Unr	16	L2
j1	21	2	-900	0	Unr	16	L2
j1	21	3	-850	0	Unr	16	L2
j1	21	4	-800	0	Unr	16	L2
j1	21	5	-750	0	Unr	16	L2
j1	21	6	-700	0	Unr	16	L2
j1	21	7	-650	0	Unr	16	L2
j1	21	8	-600	0	Unr	16	L2
j1	21	9	-550	0	Unr	16	L2
j1	21	10	-500	0	Unr	16	L2
j1	21	11	-450	0	Unr	16	L2
j1	21	12	-400	0	Unr	16	L2
j1	21	13	-350	0	Unr	16	L2
j1	21	14	-300	0	Unr	16	L2
j1	21	15	-250	0	Unr	16	L2
j1	21	16	-200	1	Unr	16	L2
j1	21	17	-150	1	Unr	16	L2
j1	21	18	-100	1	Unr	16	L2
j1	21	19	-50	1	Unr	16	L2
j1	21	20	0	1	Unr	16	L2
j1	21	21	50	1	Unr	16	L2
j1	21	22	100	1	Unr	16	L2
j1	21	23	150	1	Unr	16	L2
j1	21	24	200	1	Unr	16	L2
j1	21	25	250	1	Unr	16	L2
j1	21	26	300	1	Unr	16	L2
j1	21	27	350	1	Unr	16	L2
j1	21	28	400	1	Unr	16	L2
j1	21	29	450	1	Unr	16	L2
j1	21	30	500	1	Unr	16	L2
j1	21	31	550	1	Unr	16	L2
j1	21	32	600	1	Unr	16	L2
j1	21	33	650	1	Unr	16	L2
j1	21	34	700	1	Unr	16	L2
j1	21	35	750	0	Unr	16	L2
j1	21	36	800	0	Unr	16	L2
j1	21	37	850	0	Unr	16	L2
j1	21	38	900	0	Unr	16	L2
j1	21	39	950	0	Unr	16	L2
j1	21	40	1000	0	Unr	16	L2
j1	23	0	-1000	0	Jap	15	L2
j1	23	1	-950	0	Jap	15	L2
j1	23	2	-900	0	Jap	15	L2
j1	23	3	-850	0	Jap	15	L2
j1	23	4	-800	0	Jap	15	L2
j1	23	5	-750	0	Jap	15	L2
j1	23	6	-700	0	Jap	15	L2
j1	23	7	-650	0	Jap	15	L2
j1	23	8	-600	0	Jap	15	L2
j1	23	9	-550	0	Jap	15	L2
j1	23	10	-500	0	Jap	15	L2
j1	23	11	-450	0	Jap	15	L2
j1	23	12	-400	0	Jap	15	L2
j1	23	13	-350	0	Jap	15	L2
j1	23	14	-300	0	Jap	15	L2
j1	23	15	-250	0	Jap	15	L2
j1	23	16	-200	0	Jap	15	L2
j1	23	17	-150	0	Jap	15	L2
j1	23	18	-100	0	Jap	15	L2
j1	23	19	-50	0	Jap	15	L2
j1	23	20	0	0	Jap	15	L2
j1	23	21	50	0	Jap	15	L2
j1	23	22	100	0	Jap	15	L2
j1	23	23	150	0	Jap	15	L2
j1	23	24	200	0	Jap	15	L2
j1	23	25	250	0	Jap	15	L2
j1	23	26	300	0	Jap	15	L2
j1	23	27	350	0	Jap	15	L2
j1	23	28	400	0	Jap	15	L2
j1	23	29	450	0	Jap	15	L2
j1	23	30	500	0	Jap	15	L2
j1	23	31	550	0	Jap	15	L2
j1	23	32	600	1	Jap	15	L2
j1	23	33	650	1	Jap	15	L2
j1	23	34	700	1	Jap	15	L2
j1	23	35	750	1	Jap	15	L2
j1	23	36	800	1	Jap	15	L2
j1	23	37	850	1	Jap	15	L2
j1	23	38	900	1	Jap	15	L2
j1	23	39	950	1	Jap	15	L2
j1	23	40	1000	1	Jap	15	L2
j1	25	0	-1000	0	Unr	12	L2
j1	25	1	-950	0	Unr	12	L2
j1	25	2	-900	0	Unr	12	L2
j1	25	3	-850	0	Unr	12	L2
j1	25	4	-800	0	Unr	12	L2
j1	25	5	-750	0	Unr	12	L2
j1	25	6	-700	1	Unr	12	L2
j1	25	7	-650	1	Unr	12	L2
j1	25	8	-600	1	Unr	12	L2
j1	25	9	-550	1	Unr	12	L2
j1	25	10	-500	1	Unr	12	L2
j1	25	11	-450	0	Unr	12	L2
j1	25	12	-400	0	Unr	12	L2
j1	25	13	-350	0	Unr	12	L2
j1	25	14	-300	0	Unr	12	L2
j1	25	15	-250	0	Unr	12	L2
j1	25	16	-200	0	Unr	12	L2
j1	25	17	-150	0	Unr	12	L2
j1	25	18	-100	0	Unr	12	L2
j1	25	19	-50	0	Unr	12	L2
j1	25	20	0	0	Unr	12	L2
j1	25	21	50	0	Unr	12	L2
j1	25	22	100	0	Unr	12	L2
j1	25	23	150	0	Unr	12	L2
j1	25	24	200	0	Unr	12	L2
j1	25	25	250	0	Unr	12	L2
j1	25	26	300	0	Unr	12	L2
j1	25	27	350	0	Unr	12	L2
j1	25	28	400	0	Unr	12	L2
j1	25	29	450	1	Unr	12	L2
j1	25	30	500	1	Unr	12	L2
j1	25	31	550	1	Unr	12	L2
j1	25	32	600	1	Unr	12	L2
j1	25	33	650	1	Unr	12	L2
j1	25	34	700	1	Unr	12	L2
j1	25	35	750	1	Unr	12	L2
j1	25	36	800	1	Unr	12	L2
j1	25	37	850	0	Unr	12	L2
j1	25	38	900	0	Unr	12	L2
j1	25	39	950	0	Unr	12	L2
j1	25	40	1000	0	Unr	12	L2
j1	26	0	-1000	0	Jap	11	L2
j1	26	1	-950	0	Jap	11	L2
j1	26	2	-900	0	Jap	11	L2
j1	26	3	-850	0	Jap	11	L2
j1	26	4	-800	0	Jap	11	L2
j1	26	5	-750	0	Jap	11	L2
j1	26	6	-700	0	Jap	11	L2
j1	26	7	-650	0	Jap	11	L2
j1	26	8	-600	0	Jap	11	L2
j1	26	9	-550	0	Jap	11	L2
j1	26	10	-500	0	Jap	11	L2
j1	26	11	-450	0	Jap	11	L2
j1	26	12	-400	0	Jap	11	L2
j1	26	13	-350	0	Jap	11	L2
j1	26	14	-300	0	Jap	11	L2
j1	26	15	-250	0	Jap	11	L2
j1	26	16	-200	0	Jap	11	L2
j1	26	17	-150	1	Jap	11	L2
j1	26	18	-100	1	Jap	11	L2
j1	26	19	-50	1	Jap	11	L2
j1	26	20	0	1	Jap	11	L2
j1	26	21	50	1	Jap	11	L2
j1	26	22	100	0	Jap	11	L2
j1	26	23	150	0	Jap	11	L2
j1	26	24	200	0	Jap	11	L2
j1	26	25	250	0	Jap	11	L2
j1	26	26	300	0	Jap	11	L2
j1	26	27	350	0	Jap	11	L2
j1	26	28	400	0	Jap	11	L2
j1	26	29	450	0	Jap	11	L2
j1	26	30	500	0	Jap	11	L2
j1	26	31	550	0	Jap	11	L2
j1	26	32	600	0	Jap	11	L2
j1	26	33	650	0	Jap	11	L2
j1	26	34	700	0	Jap	11	L2
j1	26	35	750	0	Jap	11	L2
j1	26	36	800	0	Jap	11	L2
j1	26	37	850	0	Jap	11	L2
j1	26	38	900	1	Jap	11	L2
j1	26	39	950	1	Jap	11	L2
j1	26	40	1000	1	Jap	11	L2
j1	29	0	-1000	0	Eng	14	L2
j1	29	1	-950	0	Eng	14	L2
j1	29	2	-900	0	Eng	14	L2
j1	29	3	-850	0	Eng	14	L2
j1	29	4	-800	0	Eng	14	L2
j1	29	5	-750	0	Eng	14	L2
j1	29	6	-700	0	Eng	14	L2
j1	29	7	-650	0	Eng	14	L2
j1	29	8	-600	0	Eng	14	L2
j1	29	9	-550	0	Eng	14	L2
j1	29	10	-500	0	Eng	14	L2
j1	29	11	-450	0	Eng	14	L2
j1	29	12	-400	0	Eng	14	L2
j1	29	13	-350	0	Eng	14	L2
j1	29	14	-300	0	Eng	14	L2
j1	29	15	-250	0	Eng	14	L2
j1	29	16	-200	0	Eng	14	L2
j1	29	17	-150	0	Eng	14	L2
j1	29	18	-100	0	Eng	14	L2
j1	29	19	-50	0	Eng	14	L2
j1	29	20	0	0	Eng	14	L2
j1	29	21	50	0	Eng	14	L2
j1	29	22	100	0	Eng	14	L2
j1	29	23	150	0	Eng	14	L2
j1	29	24	200	0	Eng	14	L2
j1	29	25	250	0	Eng	14	L2
j1	29	26	300	0	Eng	14	L2
j1	29	27	350	0	Eng	14	L2
j1	29	28	400	0	Eng	14	L2
j1	29	29	450	0	Eng	14	L2
j1	29	30	500	0	Eng	14	L2
j1	29	31	550	0	Eng	14	L2
j1	29	32	600	0	Eng	14	L2
j1	29	33	650	0	Eng	14	L2
j1	29	34	700	0	Eng	14	L2
j1	29	35	750	0	Eng	14	L2
j1	29	36	800	0	Eng	14	L2
j1	29	37	850	0	Eng	14	L2
j1	29	38	900	0	Eng	14	L2
j1	29	39	950	0	Eng	14	L2
j1	29	40	1000	0	Eng	14	L2
j1	31	0	-1000	0	Targ	9	L2
j1	31	1	-950	0	Targ	9	L2
j1	31	2	-900	0	Targ	9	L2
j1	31	3	-850	0	Targ	9	L2
j1	31	4	-800	0	Targ	9	L2
j1	31	5	-750	1	Targ	9	L2
j1	31	6	-700	1	Targ	9	L2
j1	31	7	-650	1	Targ	9	L2
j1	31	8	-600	0	Targ	9	L2
j1	31	9	-550	0	Targ	9	L2
j1	31	10	-500	0	Targ	9	L2
j1	31	11	-450	0	Targ	9	L2
j1	31	12	-400	0	Targ	9	L2
j1	31	13	-350	0	Targ	9	L2
j1	31	14	-300	0	Targ	9	L2
j1	31	15	-250	0	Targ	9	L2
j1	31	16	-200	0	Targ	9	L2
j1	31	17	-150	0	Targ	9	L2
j1	31	18	-100	1	Targ	9	L2
j1	31	19	-50	1	Targ	9	L2
j1	31	20	0	1	Targ	9	L2
j1	31	21	50	1	Targ	9	L2
j1	31	22	100	1	Targ	9	L2
j1	31	23	150	1	Targ	9	L2
j1	31	24	200	1	Targ	9	L2
j1	31	25	250	1	Targ	9	L2
j1	31	26	300	1	Targ	9	L2
j1	31	27	350	1	Targ	9	L2
j1	31	28	400	1	Targ	9	L2
j1	31	29	450	1	Targ	9	L2
j1	31	30	500	1	Targ	9	L2
j1	31	31	550	1	Targ	9	L2
j1	31	32	600	1	Targ	9	L2
j1	31	33	650	1	Targ	9	L2
j1	31	34	700	1	Targ	9	L2
j1	31	35	750	1	Targ	9	L2
j1	31	36	800	0	Targ	9	L2
j1	31	37	850	0	Targ	9	L2
j1	31	38	900	0	Targ	9	L2
j1	31	39	950	0	Targ	9	L2
j1	31	40	1000	0	Targ	9	L2
j1	34	0	-1000	0	Targ	13	L2
j1	34	1	-950	0	Targ	13	L2
j1	34	2	-900	0	Targ	13	L2
j1	34	3	-850	0	Targ	13	L2
j1	34	4	-800	0	Targ	13	L2
j1	34	5	-750	0	Targ	13	L2
j1	34	6	-700	0	Targ	13	L2
j1	34	7	-650	0	Targ	13	L2
j1	34	8	-600	0	Targ	13	L2
j1	34	9	-550	0	Targ	13	L2
j1	34	10	-500	0	Targ	13	L2
j1	34	11	-450	0	Targ	13	L2
j1	34	12	-400	0	Targ	13	L2
j1	34	13	-350	1	Targ	13	L2
j1	34	14	-300	1	Targ	13	L2
j1	34	15	-250	1	Targ	13	L2
j1	34	16	-200	1	Targ	13	L2
j1	34	17	-150	1	Targ	13	L2
j1	34	18	-100	1	Targ	13	L2
j1	34	19	-50	1	Targ	13	L2
j1	34	20	0	1	Targ	13	L2
j1	34	21	50	1	Targ	13	L2
j1	34	22	100	1	Targ	13	L2
j1	34	23	150	1	Targ	13	L2
j1	34	24	200	1	Targ	13	L2
j1	34	25	250	1	Targ	13	L2
j1	34	26	300	1	Targ	13	L2
j1	34	27	350	1	Targ	13	L2
j1	34	28	400	1	Targ	13	L2
j1	34	29	450	1	Targ	13	L2
j1	34	30	500	1	Targ	13	L2
j1	34	31	550	1	Targ	13	L2
j1	34	32	600	1	Targ	13	L2
j1	34	33	650	1	Targ	13	L2
j1	34	34	700	1	Targ	13	L2
j1	34	35	750	1	Targ	13	L2
j1	34	36	800	1	Targ	13	L2
j1	34	37	850	0	Targ	13	L2
j1	34	38	900	0	Targ	13	L2
j1	34	39	950	0	Targ	13	L2
j1	34	40	1000	0	Targ	13	L2
j2	4	0	-1000	0	Eng	10	L2
j2	4	1	-950	0	Eng	10	L2
j2	4	2	-900	0	Eng	10	L2
j2	4	3	-850	0	Eng	10	L2
j2	4	4	-800	0	Eng	10	L2
j2	4	5	-750	0	Eng	10	L2
j2	4	6	-700	0	Eng	10	L2
j2	4	7	-650	0	Eng	10	L2
j2	4	8	-600	0	Eng	10	L2
j2	4	9	-550	0	Eng	10	L2
j2	4	10	-500	0	Eng	10	L2
j2	4	11	-450	0	Eng	10	L2
j2	4	12	-400	0	Eng	10	L2
j2	4	13	-350	0	Eng	10	L2
j2	4	14	-300	0	Eng	10	L2
j2	4	15	-250	0	Eng	10	L2
j2	4	16	-200	0	Eng	10	L2
j2	4	17	-150	1	Eng	10	L2
j2	4	18	-100	1	Eng	10	L2
j2	4	19	-50	1	Eng	10	L2
j2	4	20	0	1	Eng	10	L2
j2	4	21	50	1	Eng	10	L2
